,folio_btc_eth_xrp
2013-09-19,259.773013574
2013-09-20,260.879600812
2013-09-23,261.656132075
2013-09-24,262.083232618
2013-09-25,266.160094551
2013-09-26,269.712753134
2013-09-27,276.643412208
2013-09-30,272.372432019
2013-10-01,238.489605369
2013-10-02,250.382203972
2013-10-03,261.208436816
2013-10-04,260.979321022
2013-10-07,260.578417066
2013-10-08,266.324916471
2013-10-09,268.062240767
2013-10-10,267.470411438
2013-10-11,272.796896403
2013-10-14,301.815806305
2013-10-15,291.754663795
2013-10-16,300.861236712
2013-10-17,321.26994034
2013-10-18,349.658830493
2013-10-21,387.536172947
2013-10-22,435.226462181
2013-10-23,395.153621117
2013-10-24,377.780471705
2013-10-25,359.818180447
2013-10-28,391.53432096
2013-10-29,408.755030352
2013-10-30,393.615955154
2013-10-31,399.614809916
2013-11-01,403.891589198
2013-11-04,450.690276221
2013-11-05,475.556205341
2013-11-06,499.778731336
2013-11-07,585.976818037
2013-11-08,671.796461921
2013-11-11,686.897710247
2013-11-12,719.181784323
2013-11-13,822.903367597
2013-11-14,820.159387509
2013-11-15,821.143463352
2013-11-18,1484.49759923
2013-11-19,1336.26572716
2013-11-20,1333.10959173
2013-11-21,1375.35471467
2013-11-22,1396.29717006
2013-11-25,1411.34248431
2013-11-26,1494.41961009
2013-11-27,1567.65848304
2013-11-28,1583.26532808
2013-11-29,1664.65873963
2013-12-02,1579.26622446
2013-12-03,1617.63168983
2013-12-04,1680.81563422
2013-12-05,1583.92134366
2013-12-06,1421.41156251
2013-12-09,1425.99853486
2013-12-10,1435.82256828
2013-12-11,1420.2639014
2013-12-12,1418.97356883
2013-12-13,1420.70924885
2013-12-16,1411.39770637
2013-12-17,1411.05685421
2013-12-18,1410.45717604
2013-12-19,1410.45717604
2013-12-20,1410.45717604
2013-12-23,1410.45717604
2013-12-24,1410.45717604
2013-12-25,1410.45717604
2013-12-26,1410.45717604
2013-12-27,1410.45717604
2013-12-30,1410.45717604
2013-12-31,1410.2257335
2014-01-01,1410.75660355
2014-01-02,1413.47671479
2014-01-03,1415.70264939
2014-01-06,1428.24134316
2014-01-07,1405.35612674
2014-01-08,1410.11674088
2014-01-09,1409.89673782
2014-01-10,1412.20173919
2014-01-13,1408.10275989
2014-01-14,1407.63919869
2014-01-15,1409.67733683
2014-01-16,1406.24111706
2014-01-17,1404.23600898
2014-01-20,1410.43213796
2014-01-21,1411.23868663
2014-01-22,1409.7269531
2014-01-23,1408.81334684
2014-01-24,1405.01839433
2014-01-27,1408.19631978
2014-01-28,1406.68994295
2014-01-29,1404.67348172
2014-01-30,1410.08718178
2014-01-31,1408.9709462
2014-02-03,1405.85836377
2014-02-04,1403.63169277
2014-02-05,1393.75352729
2014-02-06,1365.45382213
2014-02-07,1321.64101807
2014-02-10,1294.19847584
2014-02-11,1293.74105073
2014-02-12,1288.19331859
2014-02-13,1273.22363491
2014-02-14,1270.55142359
2014-02-17,1237.03580489
2014-02-18,1243.20213407
2014-02-19,1212.18016692
2014-02-20,1183.93110291
2014-02-21,1183.6326731
2014-02-24,1225.43224466
2014-02-25,1116.47388599
2014-02-26,2227.53886853
2014-02-27,2238.93535864
2014-02-28,2159.88518077
2014-03-03,2429.98778932
2014-03-04,2428.78800042
2014-03-05,2415.87847961
2014-03-06,2378.79070027
2014-03-07,2274.11005213
2014-03-10,2262.16937656
2014-03-11,2248.49030728
2014-03-12,2281.01910948
2014-03-13,2298.79226856
2014-03-14,2263.12322457
2014-03-17,2238.59507479
2014-03-18,2215.17553412
2014-03-19,2203.7396526
2014-03-20,2120.53551984
2014-03-21,2074.23539901
2014-03-24,2118.12333519
2014-03-25,2104.90808778
2014-03-26,2103.71952371
2014-03-27,1825.97425678
2014-03-28,1855.79204488
2014-03-31,1826.58066855
2014-04-01,1773.13671913
2014-04-02,1783.28870599
2014-04-03,1791.33793094
2014-04-04,1804.64684292
2014-04-07,1815.1111696
2014-04-08,1803.49629726
2014-04-09,1724.19059617
2014-04-10,1754.28589674
2014-04-11,1756.52133854
2014-04-14,1834.38089278
2014-04-15,1848.56986106
2014-04-16,1800.7136098
2014-04-17,1781.36209345
2014-04-18,1800.38682464
2014-04-21,1779.31507139
2014-04-22,1778.73443304
2014-04-23,1790.75696828
2014-04-24,1752.40584776
2014-04-25,1745.93825979
2014-04-28,1736.20172396
2014-04-29,1735.76537301
2014-04-30,1748.01773368
2014-05-01,1742.40968174
2014-05-02,1729.13419352
2014-05-05,1723.66883992
2014-05-06,1733.14914845
2014-05-07,1728.0961167
2014-05-08,1731.53740866
2014-05-09,1734.75779384
2014-05-12,1696.70759911
2014-05-13,1712.59199004
2014-05-14,1723.32630703
2014-05-15,1736.30216611
2014-05-16,1734.2481959
2014-05-19,1809.35606737
2014-05-20,1822.21903038
2014-05-21,1902.8778571
2014-05-22,1912.95806632
2014-05-23,1921.70886409
